sent	label
Hey gv me a cl at 8:20pm tonyt just to remind dt i HV to pick smthyn frm da shop	Hey gv me a cl and pick smthyn frm da shop
remove this wakeup call	wakeup call
Add that reminder one word Intel drive graphics	one word Intel drive graphics
Thanks for all the reminders	all the reminders
Pls remind me on 3end 4 December for bday wish at 12	bday wish
its for the same reminder on 24th nov 12.05 am	Not Found
Remind me to write a post on keylogger today at 8:30 pm	write a post on keylogger
Thanks for remind regular	Not Found
Hey please set a reminder to do special recharge for iPhone on 10 January 2017	do special recharge for iPhone
Remind me of breakfast on 20 november at 8.30 pm	breakfast
Please remind me watch movie at 4pm today	watch movie
Good Morning Nishtha	Not Found
Set up two more	Not Found
Hey remind me to make my promotional video tomorrow and also a fan video	make my promotional video and fan video
JUST CALL ME AND SAY ITS TIME FOR C9NFERENCE	ITS TIME FOR C9NFERENCE
Remind me about Citibank Bil pay on Monday	Citibank Bil pay
And what about 9??	Not Found
Plzz remind me in every 2 hours for medice	medice
Need to put up one more reminder	put up one more reminder
Meeting Reminder Date: November 13, 2016 Time: 3 30 PM Meeting with: Neha Venue: Moti mahel	Moti mahel
When is the next reminder	When
How to undo a set reminder	Not Found
Remind me at 9 pm today for Tomorrow rris sports event at 9 am. Have to leave tomorrow by 8 am.	Have to leave
Remind me at 7	Not Found
1.Call cosmos bank mr kartik at 11 am tomorrow 2.buy chairs for office at 12 pm tomorrow 3. Finalize bullet at 01 pm tomorrow 4.export book of kiran at 11 am	Call cosmos bank mr kartik and buy chairs for office and Finalize bullet and export book of kiran
Reminder on 19 November Kabali on 20 November on star gold	star gold
Remind me of going to ranjan ji on coming tuesday at 1 pm	going to ranjan ji
Remind me about a marriage on 26th of this month on 9pm	a marriage
29 jan	Not Found
Hi i want to set a remainder	Not Found
Remind me to maintain 4000 balance in yes bank account every month on 20th	maintain 4000 balance in yes bank account
1pm leave office	Not Found
Remind me to charge my phone in 20 minutes	charge my phone
Remind me from 3pm to 10 pm That will suit me more.	will suit me more
Reminder me at 11.30 about Chitra function on Wednesday	Chitra function
Remind me to unlock magical chest at 3 pm in CR	unlock magical chest
Hi Please give a specific reminder to get the exchange done tomorrow at 12 noon	get the exchange done
Set a reminder for my at 5:00 pm today	Not Found
I want to close the alarm	close the alarm
Gud morning	Not Found
Call me on 8804033000	Call me
Tk u tanu	Not Found
Remind me to take a print out at 6 pm today	take a print out
Remind me about an appointment with doctor after 5 minutes	an appointment with doctor
Set reminder to book ticket for ahmedabad	book ticket for ahmedabad
I am supposed to get a reminder	Not Found
Reminder for uber cab booking at 5.30 pm	uber cab booking
Call shukla ji Novartis -@3pm today.	Call shukla ji Novartis -
Hello manal, Plz set an appointment on 10.30pm with my Clint.	appointment and my Clint
Set this schedule for me	Not Found
Remind me to deposit cheque on thst date and time	deposit cheque
Reminder tomorrow at 10 pm to carry laptop for sure	carry laptop for sure
Remind me to web checkin on 17th morning 7am	web checkin
Remind me to start studying by 11 in the morning.	start studying
Now kindly set them up	Not Found
Schedule a market tour for me on Wednesday 23rd nov	Not Found
Remind me this book dejong	this book dejong
Can u remind me to workout Date-7th December Time-7.00pm	workout Date-7th December
Remind me for mom's thing to take	mom's thing and take
Set a reminder of 6:50...to go back home!!	go back home!!
Please remind to take moke on Saturday da	take moke
Set a reminder to meet Pravin at Morbi Office At 9am on Monday	meet Pravin
You havent remind me	Not Found
Guarav please remind me to study economics from 12 pm	study economics
Please remind me to deposit 500 1000 notes on fri	deposit 500 1000 notes
Remind me to go to buffet at azadnagar China pavilion tomorrow at 12	go to buffet at azadnagar China pavilion
Do we need our internet as 'ON' for the reminder to work?	work
Remind me again at 8:30	Not Found
Kindly set a reminder for 15.11.2016 - at 2:00 pm Title- minutes of meeting report	meeting report
Please remind me to order an item of mine at 5pm	order an item of mine
Bro i want change my reminder of fish liver oil	fish liver oil
And thanks for your reminder it really help me a lot	help me a lot
Remind me to take all my semesters marks card and go to sports dept with my 2 photos .. at 11.15	take all my semesters marks card and go to sports dept with my 2 photos
Remind me to take back my physics and chemistry record on 9th of november from respective labs ..	take back my physics and chemistry record
Hi.. Can you customise the reminder only from Mon-Fri	Not Found
Tell me the schedule please	Not Found
I havent recieved any reminder from u people	people
Remind me to wish Abhinav n Akash on Monday!	wish Abhinav n Akash
Hey Manal ! Thanks for the reminder.	Not Found
Remind me to remind u to book tatkal tkt	book tatkal tkt
Date: November 14, 2016 Time: 5 22 PM Meeting with: Deepesh Venue: Hotel Please call me on 9414144101	Not Found
Can you please remind me on 3rd January 12.00	Not Found
Hey..remind me to...ughhhh...hmmmm..idk..lol...yessss...remind me to wear the new shoes tmrw	...ughhhh...hmmmm..idk..lol...yessss and wear the new shoes
Thanks a lot for the remainder 😘😘	Not Found
I need to carry my cell charger with me ...just remind me at 9.20am	carry my cell charger with me
Set a reminder to pay fees in tuition at 8:15 PM	pay fees in tuition
6.00am	Not Found
Can I set my reminder in text only?	Not Found
Can you remind me this after 2 hours ?	Not Found
Can u remind me tomorrow to return the amount which i borrowed once	return the amount which i borrowed
Remind me at 2 pm for my lunch	my lunch
Remind me to go home at 5:25 pm today	go home
Can u set this reminder for 3 days	Not Found
Can it b just a normal alarm clock	Not Found
Mohit should I have my mobile data on for the reminder	Mohit should I have my mobile data
I want remind again after 5 minutes	Not Found
Hi I need 2 reminders on 27th nov. One at 1 pm to watch jungle book on star movies and 7 pm to watch modern family	watch jungle book on star movies and watch modern family
Let me remind its my frnd bday	Not Found
Remind me at 11.55 pm today about myntra sale	myntra sale
Remind me to buy a Jio wifi at 3.00pm today	buy a Jio wifi
Remind me...monday to Saturday....at 10:00 am	Not Found
Yea I am the one who set the reminder	Not Found
How will you remind me?	How
Thanks for reminding me to give food to tortoise	give food to tortoise
Can u remind me by 10	Not Found
please remind tomorrow at 5.00pm	Not Found
Turn of all the reminders plz	Turn of all the reminders
Can you pls remind to take aeb. From Shrishti	take aeb. From Shrishti
And one more reminder is my gym scheduled is evening 9 to 10	my gym scheduled
Remind me a day earlier. Sane time	Not Found
Remind me to do my web checking 2nt at 9 pm. Customize it	do my web checking 2nt and Customize it
Please remind my credit card payment due on 2.1.2017 and 10.1.2017.Thanks	my credit card payment
Remind me to drink coffee today at 2:53 pm on 9930015750	drink coffee
Make another reminder at today 3:20 pm for going to coaching.	Make another reminder and going to coaching
Pls close this reminder now	Not Found
Reminder to Cal sarita tomm at 9	Cal sarita tomm
Ok remind me from today	Not Found
Remind me about weekly report at 3 pm	Remind me about weekly report
These reminders are everyday	These reminders
Yesterday night,I spoke to shradha about gift so she was supposed to tell me	gift so she and tell me
Thank you..but will manage	but will manage
Archana, can u remind me this alarm two times between 2 Min	Not Found
Remind me about paying bill on 04th jan	paying bill
Can u give me the ring or like a alarm	give me the ring or like a alarm
Remind me to take information on Tamil fa at 7 00	take information on Tamil fa
I need to change the reminder time	Not Found
How does the reminder work?	Not Found
2 more reminder plz	Not Found
Just call me	Not Found
thanks for the reminder 😊	Not Found
Ringing alarm possible ?	Ringing alarm possible
Can u just call me for this	Not Found
Please remind me to make sunder's review	make sunder's review
There are three alarms	Not Found
What this software is all about	What this software
Please set a reminder for me	Not Found
Can u remind me everyday?	Not Found
"Remind me tomorrow at 8.00 a.m. to put ""out of office message"""	out of office message
The reminder is only for app	only for app
Remind me to click photos	click photos
Remind me at 6:30 am today	Not Found
Remind me today to visit to doctor	visit to doctor
Remainde 2hour one time ok	Not Found
How can I change reminder name ?	Not Found
Also remind*	Not Found
Hey you have to remind me at 9 pm	remind me
Can you please remind me to buy wall paper of Krishna and laughing baby on 19th November at 4 PM	buy wall paper of Krishna and laughing baby
Prepare rent receipts.... Reminder for tomm at 7.30 pm	Prepare rent receipts
Remind me to remind about prescription tomorrow at 9 AM	remind about prescription
Please add the event to be reminded	Not Found
Remind me every 15mint	Not Found
Can u put 2-3 alarms in 5 mins interval.	Not Found
Pleaee do set general reminder	Not Found
Remind me for flight web check in at 3.50 pm today	flight web check
Also remind me to get rujuta diwekar books	get rujuta diwekar books
Thanks jay for the reminder.	Not Found
Alarm at 9 AM	Alarm
I need an alarm at 6 pm today	Not Found
Thanks for all reminders you may now discontinue	Not Found
Reminder for next Pedicure Appointment on Feb 23, 2017 at 2 p.m.	Appointment
I need details about smart dustbin and circuit diagram with operation theory and which country h	details about smart dustbin and circuit diagram with operation theory and which country h
Need to inform Smit about tv kept at Sky tv help (sansui)	inform Smit about tv kept and help (sansui)
Plz remind me to visit dwarka sector 12 tailor	visit dwarka sector 12 tailor
Can u please remind me of taking out bags today at 10:30pm	taking out bags
I want you to remind me	Not Found
Please schedule a reminder at 3.25 pm today	Not Found
And remind me to go to I.T.B class on 3rd january at 3:30pm	go to I.T.B class
